Local A,Local B,Meio de transporte,Distância,Informação extra,Ponto cardeal,Ordem A,Ordem B
A-32 - Saída 1,Cruzamento da A-32 com a A-44,Carro,1.9,A-32,E,1,3
A-376 - Centro Comercial,Cruzamento da A-376 com a SE-30,Carro,0.4,A-376,NO,1,3
A-376 - Centro Comercial,A-376 - Universidade Pablo de Olavide,Carro,0.9,A-376,SE,2,1
A-376 - Condequinto,A-376 - Montequinto,Carro,0.6,A-376,SE,2,1
A-376 - Condequinto,A-376 - Universidade Pablo de Olavide,Carro,0.8,A-376,NO,1,2
A-376 - Fim da auto-estrada,A-376 - Saída 21,Carro,2.2,A-376,NO,1,2
A-376 - Montequinto,A-376 - Saída 4A,Carro,0.4,A-376,SE,2,1
A-376 - Saída 4A,A-376 - Saída 4B,Carro,1.2,A-376,SE,2,1
A-376 - Saída 4B,Cruzamento da A-376 com a SE-40,Carro,2.9,A-376,SE,2,3
A-376 - Saída 8,A-376 - Saída 11/13,Carro,3.3,A-376,SE,2,1
A-376 - Saída 8,Cruzamento da A-376 com a SE-40,Carro,1.4,A-376,NO,1,4
A-376 - Saída 11/13,A-376 - Saída 16,Carro,4.9,A-376,SE,2,1
A-376 - Saída 16,A-376 - Saída 21,Carro,4.4,A-376,SE,2,1
A-381 - Saída 1,A-381 - Saída 4,Carro,3.5,A-381,SE,2,1
A-381 - Saída 1,Cruzamento da A-381 com a AP-4,Carro,0.9,A-381,NO,1,3
A-381 - Saída 4,A-381 - Saída 10,Carro,7.0,A-381,SE,2,1
A-381 - Saída 10,A-381 - Saída 17,Carro,6.5,A-381,SE,2,1
A-381 - Saída 17,A-381 - Saída 24,Carro,6.6,A-381,SE,2,1
A-381 - Saída 24,A-381 - Saída 31,Carro,7.1,A-381,SE,2,1
A-381 - Saída 31,A-381 - Saída 36,Carro,4.4,A-381,E,2,1
A-381 - Saída 36,A-381 - Saída 40,Carro,4.3,A-381,SE,2,1
A-381 - Saída 40,A-381 - Saída 42,Carro,1.8,A-381,SE,2,1
A-381 - Saída 42,A-381 - Saída 45,Carro,2.8,A-381,SE,2,1
A-381 - Saída 45,A-381 - Saída 54,Carro,9.6,A-381,SE,2,1
A-381 - Saída 54,A-381 - Saída 66,Carro,11.4,A-381,SE,2,1
A-381 - Saída 66,A-381 - Saída 70,Carro,4.3,A-381,SE,2,1
A-381 - Saída 70,A-381 - Saída 73,Carro,3.0,A-381,S,2,1
A-381 - Saída 73,A-381 - Saída 77,Carro,4.2,A-381,SE,2,1
A-381 - Saída 77,A-381 - Saída 80,Carro,3.5,A-381,SE,2,1
A-381 - Saída 80,A-381 - Saída 85,Carro,4.7,A-381,SE,2,1
A-381 - Saída 85,A-381 - Saída 87,Carro,1.4,A-381,NE,2,1
A-381 - Saída 87,Cruzamento da A-381 com a A-7,Carro,1.1,A-381,SE,2,3
A-4 - Saída 69,A-4 - Saída 70,Carro,2.3,A-4,S,1,2
A-4 - Saída 69,Cruzamento da A-4 com a AP-36 e a R-4,Carro,1.2,A-4,N,2,1
A-4 - Saída 70,A-4 - Saída 72,Carro,2.7,A-4,S,1,2
A-4 - Saída 72,A-4 - Saída 79,Carro,6.4,A-4,S,1,2
A-4 - Saída 79,A-4 - Saída 81,Carro,1.0,A-4,S,1,2
A-4 - Saída 81,A-4 - Saída 83,Carro,2.9,A-4,S,1,2
A-4 - Saída 83,A-4 - Saída 85,Carro,1.7,A-4,S,1,2
A-4 - Saída 85,A-4 - Saída 92,Carro,7.3,A-4,S,1,2
A-4 - Saída 92,A-4 - Saída 93,Carro,0.9,A-4,S,1,2
A-4 - Saída 93,A-4 - Saída 94,Carro,1.2,A-4,SO,1,2
A-4 - Saída 94,A-4 - Saída 98,Carro,3.8,A-4,S,1,2
A-4 - Saída 98,A-4 - Saída 106,Carro,8.8,A-4,S,1,2
A-4 - Saída 106,A-4 - Saída 112,Carro,6.1,A-4,S,1,2
A-4 - Saída 112,A-4 - Saída 115,Carro,2.1,A-4,S,1,2
A-4 - Saída 115,A-4 - Saída 118,Carro,2.4,A-4,S,1,2
A-4 - Saída 118,A-4 - Saída 119,Carro,1.8,A-4,S,1,2
A-4 - Saída 119,Cruzamento da A-4 com a CM-42,Carro,2.0,A-4,SO,1,2
A-4 - Saída 134,A-4 - Saída 135,Carro,0.7,A-4,SE,1,2
A-4 - Saída 134,Cruzamento da A-4 com a CM-42,Carro,13.0,A-4,NO,2,1
A-4 - Saída 135,A-4 - Saída 136,Carro,1.5,A-4,SE,1,2
A-4 - Saída 136,A-4 - Saída 137,Carro,1.0,A-4,S,1,2
A-4 - Saída 137,A-4 - Saída 140,Carro,2.7,A-4,SE,1,2
A-4 - Saída 140,A-4 - Saída 142,Carro,1.7,A-4,SE,1,2
A-4 - Saída 142,A-4 - Saída 144,Carro,2.8,A-4,SE,1,2
A-4 - Saída 144,A-4 - Saída 147,Carro,2.8,A-4,SE,1,2
A-4 - Saída 147,A-4 - Saída 149,Carro,1.7,A-4,S,1,2
A-4 - Saída 149,A-4 - Saída 153,Carro,4.5,A-4,SE,1,2
A-4 - Saída 153,A-4 - Saída 155,Carro,1.8,A-4,SE,1,2
A-4 - Saída 155,A-4 - Saída 159,Carro,4.4,A-4,SE,1,2
A-4 - Saída 159,A-4 - Saída 160,Carro,0.8,A-4,S,1,2
A-4 - Saída 160,A-4 - Saída 161,Carro,1.6,A-4,S,1,2
A-4 - Saída 161,A-4 - Saída 167,Carro,5.5,A-4,S,1,2
A-4 - Saída 167,Cruzamento da A-4 com a A-43,Carro,3.2,A-4,S,1,2
A-4 - Saída 172,A-4 - Saída 174,Carro,1.4,A-4,SO,1,2
A-4 - Saída 172,Cruzamento da A-4 com a A-43,Carro,1.8,A-4,N,2,1
A-4 - Saída 174,A-4 - Saída 175,Carro,2.6,A-4,S,1,2
A-4 - Saída 175,A-4 - Saída 178,Carro,2.2,A-4,S,1,2
A-4 - Saída 178,A-4 - Saída 179,Carro,1.1,A-4,S,1,2
A-4 - Saída 179,A-4 - Saída 180,Carro,1.9,A-4,S,1,2
A-4 - Saída 180,A-4 - Saída 184,Carro,3.1,A-4,S,1,2
A-4 - Saída 184,A-4 - Saída 186,Carro,2.6,A-4,S,1,2
A-4 - Saída 186,A-4 - Saída 191,Carro,4.7,A-4,S,1,2
A-4 - Saída 191,A-4 - Saída 193,Carro,2.1,A-4,S,1,2
A-4 - Saída 193,A-4 - Saída 197,Carro,3.9,A-4,S,1,2
A-4 - Saída 197,A-4 - Saída 199,Carro,1.5,A-4,SO,1,2
A-4 - Saída 199,A-4 - Saída 200,Carro,1.3,A-4,SO,1,2
A-4 - Saída 200,A-4 - Saída 201,Carro,1.1,A-4,SO,1,2
A-4 - Saída 201,A-4 - Saída 202,Carro,1.3,A-4,SO,1,2
A-4 - Saída 202,A-4 - Saída 205,Carro,2.7,A-4,S,1,2
A-4 - Saída 205,A-4 - Saída 208,Carro,2.4,A-4,S,1,2
A-4 - Saída 208,A-4 - Saída 210,Carro,2.2,A-4,SO,1,2
A-4 - Saída 210,A-4 - Saída 213,Carro,3.9,A-4,SO,1,2
A-4 - Saída 213,A-4 - Saída 216,Carro,2.2,A-4,SO,1,2
A-4 - Saída 216,A-4 - Saída 217,Carro,2.1,A-4,SE,1,2
A-4 - Saída 217,A-4 - Saída 220,Carro,2.5,A-4,S,1,2
A-4 - Saída 220,A-4 - Saída 223,Carro,3.7,A-4,SO,1,2
A-4 - Saída 223,A-4 - Saída 227,Carro,3.3,A-4,S,1,2
A-4 - Saída 227,A-4 - Saída 230,Carro,3.4,A-4,S,1,2
A-4 - Saída 230,A-4 - Saída 231,Carro,1.1,A-4,S,1,2
A-4 - Saída 231,A-4 - Saída 232,Carro,0.8,A-4,SO,1,2
A-4 - Saída 232,A-4 - Saída 234,Carro,1.2,A-4,SO,1,2
A-4 - Saída 234,A-4 - Saída 238,Carro,4.3,A-4,S,1,2
A-4 - Saída 238,A-4 - Saída 241,Carro,2.9,A-4,S,1,2
A-4 - Saída 241,A-4 - Saída 243,Carro,2.3,A-4,S,1,2
A-4 - Saída 243,A-4 - Saída 250-252,Carro,5.4,A-4,SO,1,2
A-4 - Saída 250-252,A-4 - Saída 257,Carro,3.9,A-4,SO,1,2
A-4 - Saída 257,A-4 - Saída 258,Carro,0.7,A-4,S,1,2
A-4 - Saída 258,A-4 - Saída 259,Carro,1.2,A-4,S,1,2
A-4 - Saída 259,A-4 - Saída 262,Carro,2.5,A-4,SO,1,2
A-4 - Saída 262,A-4 - Saída 264,Carro,2.3,A-4,SO,1,2
A-4 - Saída 264,A-4 - Saída 265,Carro,1.1,A-4,SO,1,2
A-4 - Saída 265,A-4 - Saída 266,Carro,1.4,A-4,SO,1,2
A-4 - Saída 266,A-4 - Saída 268,Carro,1.9,A-4,SO,1,2
A-4 - Saída 268,A-4 - Saída 269,Carro,0.5,A-4,SO,1,2
A-4 - Saída 269,A-4 - Saída 270,Carro,1.1,A-4,SO,1,2
A-4 - Saída 270,A-4 - Saída 274,Carro,3.0,A-4,S,1,2
A-4 - Saída 274,A-4 - Saída 275,Carro,1.3,A-4,S,1,2
A-4 - Saída 275,A-4 - Saída 280,Carro,4.9,A-4,SO,1,2
A-4 - Saída 280,A-4 - Saída 283,Carro,3.0,A-4,SO,1,2
A-4 - Saída 283,A-4 - Saída 285,Carro,1.9,A-4,SO,1,2
A-4 - Saída 285,A-4 - Saída 286,Carro,1.3,A-4,SO,1,2
A-4 - Saída 286,A-4 - Saída 288,Carro,2.0,A-4,SO,1,2
A-4 - Saída 288,Cruzamento da A-4 com a A-44,Carro,4.0,A-4,SO,1,2
A-4 - Saída 299,A-4 - Saída 301,Carro,2.1,A-4,SO,1,2
A-4 - Saída 299,Cruzamento da A-4 com a A-44,Carro,5.0,A-4,NE,2,1
A-4 - Saída 301,A-4 - Saída 303,Carro,3.0,A-4,SO,1,2
A-4 - Saída 303,A-4 - Saída 310,Carro,5.8,A-4,SO,1,2
A-4 - Saída 310,A-4 - Saída 312,Carro,2.8,A-4,O,1,2
A-4 - Saída 312,A-4 - Saída 316,Carro,3.2,A-4,O,1,2
A-4 - Saída 316,A-4 - Saída 317,Carro,1.0,A-4,O,1,2
A-4 - Saída 317,A-4 - Saída 318,Carro,1.3,A-4,SO,1,2
A-4 - Saída 318,A-4 - Saída 319,Carro,1.5,A-4,SO,1,2
A-4 - Saída 319,A-4 - Saída 321,Carro,1.3,A-4,O,1,2
A-4 - Saída 321,A-4 - Saída 323,Carro,2.2,A-4,SO,1,2
A-4 - Saída 323,A-4 - Saída 324,Carro,1.0,A-4,O,1,2
A-4 - Saída 324,A-4 - Saída 325,Carro,0.6,A-4,SO,1,2
A-4 - Saída 325,A-4 - Saída 326,Carro,0.8,A-4,NO,1,2
A-4 - Saída 326,A-4 - Saída 329,Carro,3.0,A-4,NO,1,2
A-4 - Saída 329,A-4 - Saída 335,Carro,5.2,A-4,SO,1,2
A-4 - Saída 335,A-4 - Saída 339,Carro,3.6,A-4,SO,1,2
A-4 - Saída 339,A-4 - Saída 346,Carro,6.4,A-4,SO,1,2
A-4 - Saída 346,A-4 - Saída 348,Carro,2.1,A-4,SO,1,2
A-4 - Saída 348,A-4 - Saída 350,Carro,1.8,A-4,O,1,2
A-4 - Saída 350,A-4 - Saída 356,Carro,4.4,A-4,NO,1,2
A-4 - Saída 356,A-4 - Saída 358,Carro,2.3,A-4,NO,1,2
A-4 - Saída 358,A-4 - Saída 359,Carro,1.1,A-4,O,1,2
A-4 - Saída 359,A-4 - Saída 361,Carro,1.8,A-4,SO,1,2
A-4 - Saída 361,A-4 - Saída 364,Carro,3.0,A-4,SO,1,2
A-4 - Saída 364,A-4 - Saída 367,Carro,3.6,A-4,SO,1,2
A-4 - Saída 367,A-4 - Saída 370,Carro,2.1,A-4,SO,1,2
A-4 - Saída 370,A-4 - Saída 374,Carro,4.6,A-4,SO,1,2
A-4 - Saída 374,A-4 - Saída 377,Carro,3.1,A-4,SO,1,2
A-4 - Saída 377,A-4 - Saída 383,Carro,5.1,A-4,SO,1,2
A-4 - Saída 383,A-4 - Saída 385,Carro,2.0,A-4,SO,1,2
A-4 - Saída 385,A-4 - Saída 391,Carro,5.6,A-4,SO,1,2
A-4 - Saída 391,A-4 - Saída 396,Carro,4.6,A-4,SO,1,2
A-4 - Saída 396,Cruzamento da A-4 com a CO-31,Carro,2.8,A-4,O,1,2
A-4 - Saída 400,A-4 - Saída 401,Carro,0.6,A-4,SO,1,2
A-4 - Saída 400,Cruzamento da A-4 com a CO-31,Carro,1.8,A-4,NE,2,1
A-4 - Saída 401,A-4 - Saída 403,Carro,1.7,A-4,SO,1,2
A-4 - Saída 403,A-4 - Saída 404,Carro,1.3,A-4,SO,1,2
A-4 - Saída 404,A-4 - Saída 406,Carro,1.0,A-4,SO,1,2
A-4 - Saída 406,Cruzamento da A-4 com a A-45,Carro,2.2,A-4,S,1,2
A-4 - Saída 411,A-4 - Saída 412,Carro,1.0,A-4,SO,1,2
A-4 - Saída 411,Cruzamento da A-4 com a A-45,Carro,2.2,A-4,NE,2,1
A-4 - Saída 412,A-4 - Saída 414,Carro,2.1,A-4,SO,1,2
A-4 - Saída 414,A-4 - Saída 418,Carro,3.3,A-4,S,1,2
A-4 - Saída 418,A-4 - Saída 420,Carro,2.5,A-4,SO,1,2
A-4 - Saída 418,A-45 - Saída 16,Carro,11.7,N-331,SE,3,3
A-4 - Saída 420,A-4 - Saída 424,Carro,4.5,A-4,SO,1,2
A-4 - Saída 424,A-4 - Saída 430,Carro,5.3,A-4,SO,1,2
A-4 - Saída 430,A-4 - Saída 432,Carro,2.3,A-4,SO,1,2
A-4 - Saída 432,A-4 - Saída 434,Carro,3.1,A-4,SO,1,2
A-4 - Saída 432,La Carlota,Carro,1.3,,S,3,2
A-4 - Saída 434,A-4 - Saída 437,Carro,2.4,A-4,S,1,2
A-4 - Saída 434,La Carlota,Carro,2.2,,NE,3,1
A-4 - Saída 437,A-4 - Saída 441,Carro,3.7,A-4,SO,1,2
A-4 - Saída 441,A-4 - Saída 444,Carro,2.7,A-4,SO,1,2
A-4 - Saída 444,A-4 - Saída 445,Carro,1.7,A-4,SO,1,2
A-4 - Saída 445,A-4 - Saída 450,Carro,4.7,A-4,SO,1,2
A-4 - Saída 450,A-4 - Saída 455,Carro,4.9,A-4,SO,1,2
A-4 - Saída 450,Écija,Carro,4.0,,SO,3,2
A-4 - Saída 455,A-4 - Saída 457,Carro,1.9,A-4,SO,1,2
A-4 - Saída 455,Écija,Carro,1.9,,NE,3,1
A-4 - Saída 457,A-4 - Saída 459,Carro,2.0,A-4,O,1,2
A-4 - Saída 457,Marchena,Carro,36.7,,SO,3,1
A-4 - Saída 459,A-4 - Saída 461,Carro,2.1,A-4,O,1,2
A-4 - Saída 461,A-4 - Saída 464,Carro,3.5,A-4,O,1,2
A-4 - Saída 464,A-4 - Saída 468,Carro,3.6,A-4,O,1,2
A-4 - Saída 468,A-4 - Saída 471,Carro,2.4,A-4,O,1,2
A-4 - Saída 471,A-4 - Saída 475,Carro,4.7,A-4,O,1,2
A-4 - Saída 475,A-4 - Saída 480,Carro,4.4,A-4,SO,1,2
A-4 - Saída 480,A-4 - Saída 482,Carro,1.9,A-4,SO,1,2
A-4 - Saída 482,A-4 - Saída 484,Carro,2.9,A-4,O,1,2
A-4 - Saída 484,A-4 - Saída 487,Carro,2.4,A-4,O,1,2
A-4 - Saída 487,A-4 - Saída 491,Carro,4.3,A-4,SO,1,2
A-4 - Saída 491,A-4 - Saída 494,Carro,3.0,A-4,SO,1,2
A-4 - Saída 494,A-4 - Saída 498,Carro,3.5,A-4,SO,1,2
A-4 - Saída 498,A-4 - Saída 500,Carro,1.8,A-4,O,1,2
A-4 - Saída 500,A-4 - Saída 504,Carro,4.0,A-4,O,1,2
A-4 - Saída 504,A-4 - Saída 506,Carro,2.4,A-4,NO,1,2
A-4 - Saída 504,Carmona,Carro,3.3,,SO,3,4
A-4 - Saída 506,A-4 - Saída 508,Carro,1.6,A-4,SO,1,2
A-4 - Saída 506,Carmona,Carro,2.0,,S,3,3
A-4 - Saída 508,A-4 - Saída 511,Carro,2.8,A-4,SO,1,2
A-4 - Saída 508,Carmona,Carro,2.0,,SE,3,2
A-4 - Saída 511,A-4 - Saída 514,Carro,2.7,A-4,O,1,2
A-4 - Saída 511,Carmona,Carro,4.3,,E,3,1
A-4 - Saída 514,A-4 - Saída 516,Carro,2.1,A-4,SO,1,2
A-4 - Saída 516,A-4 - Saída 519,Carro,2.6,A-4,SO,1,2
A-4 - Saída 519,A-4 - Saída 521,Carro,1.7,A-4,SO,1,2
A-4 - Saída 521,A-4 - Saída 523,Carro,2.7,A-4,SO,1,2
A-4 - Saída 523,A-4 - Saída 524,Carro,1.2,A-4,SO,1,2
A-4 - Saída 524,Cruzamento da A-4 Norte com a SE-40,Carro,1.9,A-4,O,1,2
A-4 - Saída 528,A-4 - Saída 530,Carro,1.7,A-4,NO,1,2
A-4 - Saída 528,Cruzamento da A-4 Norte com a SE-40,Carro,1.8,A-4,E,2,1
A-4 - Saída 530,A-4 - Saída 532,Carro,2.1,A-4,SO,1,2
A-4 - Saída 532,A-4 - Saída 533,Carro,1.0,A-4,SO,1,2
A-4 - Saída 532,Aeroporto de Sevilha,Carro,0.5,,S,3,2
A-4 - Saída 533,Cruzamento da A-4 com a SE-20,Carro,1.6,A-4,SO,1,2
A-4 - Saída 533,Aeroporto de Sevilha,Carro,1.0,,E,3,1
A-4 - Saída 536,Cruzamento da A-4 Norte com a SE-30,Carro,0.6,A-4,SO,1,3
A-4 - Saída 536,Cruzamento da A-4 com a SE-20,Carro,1.6,A-4,NE,2,1
A-4 - Saída 553,A-4 - Saída 558,Carro,5.3,A-4,SE,2,1
A-4 - Saída 553,Cruzamento da A-4 Sul com a SE-40,Carro,3.0,A-4,N,1,2
A-4 - Saída 558,AP-4 - Início,Carro,1.5,A-4,SE,2,1
A-4 - Saída 558,AP-4A - Saída 13,Carro,1.1,,N,3,2
A-4 - Saída 628,A-4 - Saída 631,Carro,2.8,A-4,SO,2,1
A-4 - Saída 628,Aeroporto de Jerez,Carro,1.1,N-346,SE,3,1
A-4 - Saída 628,El Cuervo de Sevilla,Carro,13.2,N-4,NE,1,2
A-40 - Saída 94,Cruzamento da A-40 com a A-5,Carro,4.6,A-40,NO,1,3
A-44 - Saída 12,Cruzamento da A-32 com a A-44,Carro,9.5,A-44,NE,1,2
A-45 - Saída 5,A-45 - Saída 16,Carro,10.2,A-45,S,2,1
A-45 - Saída 5,Cruzamento da A-4 com a A-45,Carro,7.4,A-45,NO,1,4
A-45 - Saída 16,A-45 - Saída 27,Carro,10.9,A-45,SE,2,1
A-45 - Saída 27,A-45 - Saída 36,Carro,10.0,A-45,SE,2,1
A-45 - Saída 36,A-45 - Saída 40,Carro,3.2,A-45,SE,2,1
A-45 - Saída 40,A-45 - Saída 49,Carro,8.3,A-45,SE,2,1
A-45 - Saída 49,A-45 - Saída 51,Carro,2.8,A-45,SE,2,1
A-45 - Saída 51,Cruzamento da A-318 com a A-45,Carro,4.2,A-45,SE,2,1
A-45 - Saída 62,A-45 - Saída 72,Carro,9.2,A-45,S,2,1
A-45 - Saída 62,Cruzamento da A-318 com a A-45,Carro,6.5,A-45,NO,1,2
A-45 - Saída 72,A-45 - Saída 76,Carro,3.9,A-45,SO,2,1
A-45 - Saída 76,A-45 - Saída 79,Carro,3.9,A-45,SO,2,1
A-45 - Saída 79,A-45 - Saída 82,Carro,2.5,A-45,SE,2,1
A-45 - Saída 82,A-45 - Saída 86,Carro,5.3,A-45,SO,2,1
A-45 - Saída 86,A-45 - Saída 92,Carro,6.4,A-45,SO,2,1
A-45 - Saída 92,A-92 - Saída 149,Carro,4.7,N-331,S,3,3
A-45 - Saída 92,Cruzamento da A-45 com a A-92,Carro,5.7,A-45,SE,2,3
A-45 - Saída 102,A-45 - Saída 107,Carro,5.7,A-45,SE,2,1
A-45 - Saída 102,Cruzamento da A-45 com a A-92,Carro,3.3,A-45,NO,1,4
A-45 - Saída 107,Cruzamento da A-45 com a A-92M,Carro,7.2,A-45,SE,2,1
A-45 - Saída 115,Cruzamento da A-45 com a A-92M,Carro,1.0,A-45,NE,1,2
A-45 - Saída 115,Cruzamento da A-45 com a AP-46,Carro,1.4,A-45,SE,2,1
A-45 - Saída 123,A-45 - Saída 124,Carro,1.4,A-45,SE,2,1
A-45 - Saída 123,Cruzamento da A-45 com a AP-46,Carro,5.7,A-45,N,1,2
A-45 - Saída 124,A-45 - Saída 127,Carro,2.6,A-45,S,2,1
A-45 - Saída 127,A-45 - Saída 134,Carro,7.2,A-45,S,2,1
A-45 - Saída 134,A-45 - Saída 136,Carro,2.0,A-45,S,2,1
A-45 - Saída 136,A-45 - Saída 140,Carro,4.8,A-45,SE,2,1
A-45 - Saída 140,Cruzamento da A-45 com a A-7,Carro,2.0,A-45,S,2,3
A-483 - Saída 1,Cruzamento da A-49 com a A-483,Carro,1.7,A-483,N,1,3
A-483 - Saída 1,A-483 - Saída 3,Carro,2.1,A-483,SE,2,1
A-483 - Saída 1,Bollullos Par del Condado,Carro,1.8,,E,3,2
A-483 - Saída 3,Bollullos Par del Condado,Carro,2.1,,N,2,3
A-49 - Saída 1,A-49 - Saída 1B,Carro,1.4,A-49,S,1,2
A-49 - Saída 1,Cruzamento da A-49 com a SE-30,Carro,0.5,A-49,E,2,3
A-49 - Saída 1B,A-49 - Saída 2,Carro,0.6,A-49,O,1,2
A-49 - Saída 2,A-49 - Saída 3,Carro,1.4,A-49,O,1,2
A-49 - Saída 3,A-49 - Saída 5,Carro,2.0,A-49,SO,1,2
A-49 - Saída 5,Cruzamento da A-49 com a SE-40,Carro,2.2,A-49,SO,1,2
A-49 - Saída 11,A-49 - Saída 14,Carro,2.6,A-49,SO,1,2
A-49 - Saída 11,Cruzamento da A-49 com a SE-40,Carro,3.4,A-49,NE,2,1
A-49 - Saída 14,A-49 - Saída 16,Carro,2.7,A-49,NO,1,2
A-49 - Saída 16,A-49 - Saída 23,Carro,6.9,A-49,O,1,2
A-49 - Saída 23,A-49 - Saída 28,Carro,4.6,A-49,O,1,2
A-49 - Saída 28,A-49 - Saída 34,Carro,5.8,A-49,O,1,2
A-49 - Saída 34,A-49 - Saída 48,Carro,13.7,A-49,O,1,2
A-49 - Saída 48,Cruzamento da A-49 com a A-483,Carro,1.7,A-49,SO,1,2
A-49 - Saída 48,Bollullos Par del Condado,Carro,2.4,,S,3,1
A-49 - Saída 53,A-49 - Saída 60,Carro,7.1,A-49,SO,1,2
A-49 - Saída 53,Cruzamento da A-49 com a A-483,Carro,3.6,A-49,E,2,1
A-49 - Saída 60,A-49 - Saída 75,Carro,14.9,A-49,SO,1,2
A-49 - Saída 75,Cruzamento da A-49 com a H-31,Carro,3.3,A-49,SO,1,2
A-49 - Saída 81,A-49 - Saída 87,Carro,6.3,A-49,NO,1,2
A-49 - Saída 81,Cruzamento da A-49 com a H-31,Carro,3.9,A-49,SE,2,1
A-49 - Saída 81,H-31 - Saída 80,Carro,3.7,,SE,3,3
A-49 - Saída 81,Centro Penitenciario de Huelva,Carro,3.2,,SE,4,1
A-49 - Saída 87,A-49 - Saída 94,Carro,6.3,A-49,SO,1,2
A-49 - Saída 87,Gibraleón,Carro,3.4,,N,3,2
A-49 - Saída 94,A-49 - Saída 99,Carro,4.6,A-49,SO,1,2
A-49 - Saída 94,Gibraleón,Carro,8.3,,NE,3,3
A-49 - Saída 99,A-49 - Saída 105,Carro,7.7,A-49,O,1,2
A-49 - Saída 99,Cartaya,Carro,9.3,,SO,3,3
A-49 - Saída 105,A-49 - Saída 113,Carro,7.0,A-49,SO,1,2
A-49 - Saída 105,Cartaya,Carro,6.0,,S,3,1
A-49 - Saída 105,Tariquejo,Carro,7.7,,N,4,1
A-49 - Saída 113,A-49 - Saída 117,Carro,3.7,A-49,SO,1,2
A-49 - Saída 113,Cruzamento da N-431 com a N-444,Carro,3.9,,SE,3,1
A-49 - Saída 117,A-49 - Saída 122,Carro,5.3,A-49,SO,1,2
A-49 - Saída 117,Villablanca,Carro,9.1,,NO,3,3
A-49 - Saída 117,Lepe,Carro,6.5,,SE,4,1
A-49 - Saída 122,A-49 - Saída 125,Carro,3.1,A-49,SO,1,2
A-49 - Saída 122,Pozo del Camino,Carro,4.4,,S,3,2
A-49 - Saída 125,A-49 - Saída 129,Carro,3.9,A-49,O,1,2
A-49 - Saída 125,Villablanca,Carro,6.1,,N,3,2
A-49 - Saída 129,A-49 - Saída 131,Carro,2.3,A-49,O,1,2
A-49 - Saída 129,Polígono Industrial de Ayamonte,Carro,1.3,,SO,3,2
A-49 - Saída 131,Ponte Internacional do Guadiana,Carro,1.3,A-49,O,1,2
A-49 - Saída 131,Ayamonte,Carro,3.4,,S,3,2
A-49 - Saída 131,Costa Esuri,Carro,2.5,,N,4,1
A-5 - Saída 18,A-5 - Saída 19,Carro,1.6,A-5,SO,1,2
A-5 - Saída 18,M-50 - Saída 65,Carro,3.3,,NE,2,3
A-5 - Saída 18,M-50 - Saída 62,Carro,2.8,,SE,3,3
A-5 - Saída 19,A-5 - Saída 21,Carro,1.9,A-5,SO,1,2
A-5 - Saída 21,A-5 - Saída 22,Carro,1.5,A-5,SO,1,2
A-5 - Saída 22,A-5 - Saída 23,Carro,1.6,A-5,O,1,2
A-5 - Saída 23,A-5 - Saída 24,Carro,0.8,A-5,SO,1,2
A-5 - Saída 23,Intu Xanadú,Carro,1.3,,SO,3,3
A-5 - Saída 24,A-5 - Saída 25,Carro,0.3,A-5,SO,1,2
A-5 - Saída 24,Intu Xanadú,Carro,2.0,,E,3,2
A-5 - Saída 25,A-5 - Quinta Asturias,Carro,0.5,A-5,O,1,2
A-5 - Saída 25,Intu Xanadú,Carro,1.7,,E,3,1
A-5 - Saída 27,A-5 - Saída 28,Carro,0.8,A-5,SO,1,2
A-5 - Saída 27,A-5 - Quinta Asturias,Carro,1.9,A-5,E,2,1
A-5 - Saída 28,A-5 - Saída 28B,Carro,0.7,A-5,SO,1,2
A-5 - Saída 28B,A-5 - Saída 29A,Carro,0.5,A-5,SO,1,2
A-5 - Saída 29A,A-5 - Saída 29B,Carro,0.5,A-5,SO,1,2
A-5 - Saída 29B,A-5 - Saída 31,Carro,1.9,A-5,SO,1,2
A-5 - Saída 31,A-5 - Saída 32,Carro,1.3,A-5,O,1,2
A-5 - Saída 31,R-5 - Saída 28,Carro,1.6,,S,3,3
A-5 - Saída 32,Cruzamento da A-5 com a R-5,Carro,1.9,A-5,SO,1,2
A-5 - Saída 36,A-5 - Saída 40,Carro,3.5,A-5,SO,1,2
A-5 - Saída 36,Cruzamento da A-5 com a R-5,Carro,2.5,A-5,NE,2,1
A-5 - Saída 40,A-5 - Saída 43,Carro,2.8,A-5,SO,1,2
A-5 - Saída 43,Cruzamento da A-5 com a CM-41,Carro,3.0,A-5,SO,1,2
A-5 - Saída 47,A-5 - Saída 49,Carro,1.5,A-5,SO,1,2
A-5 - Saída 47,Cruzamento da A-5 com a CM-41,Carro,1.1,A-5,NE,2,1
A-5 - Saída 49,A-5 - Saída 52,Carro,3.1,A-5,SO,1,2
A-5 - Saída 52,A-5 - Saída 58,Carro,5.8,A-5,SO,1,2
A-5 - Saída 58,A-5 - Saída 61,Carro,3.5,A-5,SO,1,2
A-5 - Saída 61,A-5 - Saída 66,Carro,4.5,A-5,O,1,2
A-5 - Saída 66,A-5 - Saída 69,Carro,2.8,A-5,SO,1,2
A-5 - Saída 69,A-5 - Saída 72,Carro,4.0,A-5,SO,1,2
A-5 - Saída 72,A-5 - Saída 74,Carro,1.4,A-5,SO,1,2
A-5 - Saída 74,Cruzamento da A-40 com a A-5,Carro,1.1,A-5,SO,1,2
